patent_number,application_number
US11059811,US20200354349A1
US11083720,US20200016141A1
US11084784,US20180215707A1
US11084793,US20220153706A1
US11084798,
US11084800,US20230357199A1
US11084808,US20200199115A1
US11084809,US20200361923A1
US11084810,US20240092769A1
US11084821,US20200199126A1
US11084822,US20250129079A1
US11084823,US20210130358A1
US11084824,US20200199129A1
WO2021219089,
US11091444,US20200148648A1
US11091445,US20200277265A1
US11091451,US20190345119A1
US11091471,US20190300516A1
US11091472,US20220017507A1
US11091474,US20200291013A1
US11091476,US20210371418A1
US11091482,US20190308973A1
US11091484,US20200017497A1
US11091485,US20200270251A1
US11091488,US20200262838A1
US11091495,US20250282787A1
US11059818,US20200291015A1
US11059821,US20250145621A1
US11059822,US20220135563A1
US11059823,US20210340143A1
US11059824,US20250129077A1
US11059825,US20220127272A1
US11059827,US20190382410A1
US11059828,US20240109901A1
US11059830,US20250101031A1
US11059834,US20220119405A1
US11059842,US20200339619A1
US11059858,US20180371015A1
US11052087,US20200030327A1
US11052091,US20200000810A1
US11052093,US20250170138A1
US11053196,US20210300868A1
US11053197,US20200255377A1
US11053198,US20190270708A1
US11053207,US20190152932A1
US11053213,US20220002264A1
US11053215,US20200002309A1
US11053216,US20220000847A1
US11096924,US20220040149A1
US11096930,US20200230117A1
US11096942,US20200276194A1
US11098029,US20200255403A1
US11098031,
US11098034,US20200392123A1
US11098041,US20190233417A1
US11098044,US20200270246A1
US11098045,US20200317666A1
US11098046,US20200385386A1
US11098048,US20200216457A1
US11098058,US20190100530A1
US11098059,US20200354377A1
US11098060,US20200291042A1
US11098061,US20190135835A1
US11098063,US20200109155A1
US11053219,US20230391751A1
US11053225,US20200087286A1
US11053226,US20200165231A1
US11053238,US20210130345A1
US11053241,US20200172540A1
US11053242,US20200262834A1
US11053243,US20220356182A1
US11053244,
US11053246,US20200377504A1
US11053247,US20220041601A1
US11053250,US20200048261A1
US11053253,US20200002347A1
US11103510,US20240156818A1
US11104664,US20200262812A1
US11104665,US20200131151A1
US11104668,US20200207741A1
US11104670,US20200123140A1
US11104675,US20220041594A1
US11104676,US20200079770A1
US11104680,US20200102316A1
US11104682,US20200347065A1
US11104690,US20190330239A1
USRE48711,
US11123311,US20220202744A1
US11124486,US20200262796A1
US11124489,US20200255388A1
US11124490,US20200317626A1
US11124494,US20210078971A1
US11110088,US20200330461A1
US11110095,US20200046709A1
US11111233,US20190152954A1
US11111235,US20230227436A1
US11111237,US20240051951A1
US11111240,US20210047314A1
US11111242,US20250134869A1
US11111247,US20200095250A1
US11111252,US20200369681A1
US11111253,US20200339602A1
US11111270,US20220119444A1
US11124495,US20190276433A1
US11124496,US20210061785A1
US11124500,US20220017496A1
US11124509,US20200239462A1
US11124510,US20200199124A1
US11124511,US20250171443A1
US11124518,US20210317124A1
US11124523,US20200255444A1
US11124537,US20210395295A1
US11124538,US20240025942A1
US11116757,US20250120965A1
US11116764,US20190175586A1
US11117861,US20210371378A1
US11117874,US20240336582A1
US11117891,US20200062751A1
US11117892,US20200207756A1
US11117898,US20210380593A1
US11117900,US20200140441A1
US11117902,US20230234960A1
US11117865,US20190359573A1
US11141403,US20210346344A1
US11141410,US20210346364A1
US11141411,US20250268879A1
US11142505,US20190077766A1
US11142507,US20180362483A1
US11142520,US20200165233A1
US11142524,US20200039979A1
US11142525,US20200172539A1
US11142526,US20200255427A1
US11142527,US20200115381A1
US11142531,US20200102322A1
US11142535,US20200079795A1
US11129827,US20190282568A1
US11129828,US20200121678A1
US11130740,US20200165213A1
US11130745,US20230365524A1
US11130748,US20210380562A1
US11130750,US20200385367A1
US11130754,US20250042901A1
US11130759,
US11130767,US20250129098A1
US11130769,US20230010358A1
US11147801,US20220241246A1
US11147816,US20200046706A1
US11147820,US20240058353A1
US11147877,US20200246459A1
US11149006,US20200239416A1
US11149009,US20240300898A1
US11149013,US20200369628A1
US11149018,US20200157073A1
US11149020,US20220009905A1
US11149022,US20210188811A1
US11149023,US20200255402A1
US11149031,US20220204488A1
US11149037,US20200087304A1
US11149040,US20200308189A1
US11149049,US20200277321A1
US11149054,US20190248829A1
US11149056,US20200024300A1
US11149066,US20200131230A1
US11149067,US20200071360A1
US11149292,US20220259627A1
US11154544,US20200016135A1
US11155532,US20210024487A1
US11155544,US20190345159A1
US11155546,US20200223846A1
US11155556,US20190106424A1
US11155557,US20190345165A1
US11155558,US20240360136A1
US11160797,US20200360357A1
US11161815,US20220119348A1
US11161835,US20200339545A1
US11161838,US20200148671A1
US11161839,US20210206756A1
US11161844,US20200039977A1
US11161848,US20220281869A1
US11161849,US20200392136A1
US11161850,US20200031835A1
US11161852,US20230416259A1
US11161854,US20210188863A1
US11161855,US20240228508A1
US11161864,US20200131209A1
US11135207,US20190328720A1
US11135210,US20220175746A1
US11136296,US20200031775A1
US11136311,US20190359598A1
US11136312,US20200165230A1
US11136315,US20200339549A1
US11136320,US20220119386A1
US11136324,US20210032249A1
US11136325,US20220169653A1
US11136326,US20200181151A1
US11136327,US20200087312A1
US11136328,US20220024937A1
US11136329,US20200369669A1
US11136333,US20190389874A1
US11136336,US20210107918A1
US11136337,US20210040113A1
US11136340,US20240124492A1
US11166942,US20200101047A1
US11166958,US20210393644A1
US11168069,US20200024255A1
US11168070,US20200399244A1
US11168075,US20220024900A1
US11168080,US20200131172A1
US11168082,US20200157091A1
US11168083,US20240199602A1
US11168088,US20200039983A1
US11168089,US20190375752A1
US11168090,US20220119396A1
US11168093,US20200199148A1
US11168095,US20190359634A1
US11168102,
US10988505,US20190337981A1
WO2022043374,
US11173144,US20200237724A1
US11173161,US20200129518A1
US11173162,US20200306256A1
US11174219,US20210155576A1
US11174232,US20220098156A1
US11174244,US20230104155A1
US11174245,US20200377476A1
US11174248,US20210188818A1
US11174250,US20190119264A1
US11174252,US20190248774A1
US11174254,US20200048248A1
US11174262,US20200079784A1
US11174264,US20200231594A1
US11174268,US20210171537A1
US11185100,US20180255813A1
US11185537,US20200016143A1
US11186544,US20200123108A1
US11186554,US20200062721A1
US11186566,US20220306606A1
US11186576,US20220281871A1
US11186577,US20190048013A1
US11186578,US20210070758A1
US11186579,US20200031834A1
US11186580,US20220112198A1
US11186582,US20200095256A1
US11186587,US20200165265A1
US11186588,US20210130367A1
US11186589,US20210032267A1
US11186590,US20230022513A1
US11179370,US20210023054A1
US11179389,US20200390760A1
US11179397,US20220241281A1
US11179399,US20220175788A1
US11180455,US20220033394A1
US11180460,US20230312483A1
US11180471,US20190367478A1
US11180482,US20190382379A1
US11180484,US20220002275A1
US11180494,US20240270742A1
US11180502,US20180134707A1
US11180503,US20200123154A1
US11191732,US20220370371A1
US11191762,US20190290647A1
US11191765,US20160235755A1
US11192850,US20210309606A1
US11192859,US20190194136A1
US11192861,US20250270171A1
US11192880,US20200325119A1
US11192893,US20200148687A1
US11192900,US20200140459A1
USRE48841,
US11197867,US20200330477A1
US11197877,US20240165139A1
US11198681,US20210188810A1
US11198691,US20200199116A1
US11198695,US20200291025A1
US11198699,US20220048922A1
US11202743,US20200297606A1
US11203571,US20160152561A1
US11203574,US20230100082A1
US11203586,US20210155610A1
US11203591,US20240287061A1
US11203594,US20200331909A1
US11203595,US20210188842A1
US11203600,US20200087319A1
US11203601,US20220112216A1
WO2022064009,
WO2022070068,
WO2022070069,
WO2022070071,
WO2022076764,
WO2022076495,
WO2022076496,
US11207298,US20230000833A1
US11207302,US20240173303A1
US11207312,US20200281913A1
US11207325,US20230033320A1
US11207431,US20240148915A1
US11208377,US20240400501A1
US11208381,US20210114982A1
US11208384,US20220177430A1
US11208388,US20200172495A1
US11208399,US20200361898A1
US11208400,US20230065629A1
US11208403,US20200010458A1
US11208404,US20220089582A1
US11208411,US20200291030A1
US11208414,US20200087310A1
US11208415,US20230039309A1
US11208416,US20220153747A1
US11208418,US20200392146A1
US11208422,US20200140461A1
US11208423,US20220177495A1
US11208696,US20190211401A1
US11213515,
US11213520,US20190290637A1
US11213525,US20210077488A1
US11214540,US20240409509A1
US11214542,US20210009520A1
US11214548,US20220306586A1
US11214554,US20210094924A1
US11214557,US20200148653A1
US11214563,US20200392113A1
US11214565,US20180327391A1
US11214566,US20200399254A1
US11214573,US20200079783A1
US11214574,US20220177481A1
US11214576,US20210070766A1
US11219618,US20220218688A1
US11220486,US20200290977A1
US11220494,US20220089580A1
US11220505,US20240300953A1
US11220508,US20210230163A1
US11220509,US20250282787A1
US11220510,US20190337957A1
US11220518,US20220089613A1
US11220524,US20210130388A1
US11224601,
US11225469,US20180105508A1
US11225475,US20220340558A1
US11225479,US20220340560A1
US11225486,US20240228498A1
US11225492,US20180370991A1
WO2022079616,
WO2022081807,
WO2022081842,
WO2022081973,
WO2022086828,
US11229631,US20200405702A1
US11229636,US20220125780A1
US11230523,US20220081401A1
US11230524,US20190241504A1
US11230530,US20250257040A1
US11230534,US20220073477A1
US11230539,US20210009565A1
US11230547,US20200392144A1
US11234987,US20190358241A1
US11236045,US20200140382A1
US11236046,US20200048197A1
US11236052,US20220153705A1
US11236068,US20250059163A1
US11236069,US20220106293A1
US11236079,US20210163467A1
US11236089,US20220227755A1
US11236092,US20200247803A1
US11236095,US20240109902A1
US11236096,US20200270261A1
US11236047,US20200207711A1
WO2022013684,
WO2022021841,
US11241393,US20210346305A1
US11241428,US20200138808A1
US11241438,US20240423991A1
US11242312,US20210317075A1
US11242333,US20220153724A1
US11242337,US20250263401A1
US11242342,US20190367506A1
US11242343,US20240383889A1
US11242344,US20210309660A1
US11242345,US20200109144A1
US11242347,US20220169655A1
US11242349,US20220127275A1
US11242350,US20220106323A1
US11242351,US20210053978A1
US11242361,US20220298181A1
US11247972,US20200223803A1
US11247981,US20200247779A1
US11247983,US20220119372A1
US11247985,US20220112179A1
US11247986,US20190315729A1
US11247989,US20190241558A1
US11247990,
US11247992,US20210032244A1
US11248000,US20200165262A1
US11248001,US20220220122A1
US11248003,US20210147439A1
US11248006,US20200377520A1
US11248013,US20230027257A1
US11253514,US20190160055A1
US11253516,US20220249482A1
US11253521,US20200237763A1
US11254644,US20200207721A1
US11254663,US20220135550A1
US11254667,US20220213094A1
US11254668,US20200172537A1
US11254669,US20220289737A1
US11254670,US20220169648A1
US11254676,US20210009591A1
US11254683,US20220177481A1
US11254686,
US11260049,US20210299113A1
US11261170,US20200277277A1
US11261183,US20200002326A1
US11261184,US20200291020A1
US11261185,US20210002278A1
US11261186,US20170349594A1
US11261190,US20200283445A1
US11261191,US20250223291A1
US11261211,US20200048300A1
US11266632,
US11266643,US20230044941A1
US11267803,US20210347762A1
US11267806,US20200140419A1
US11267808,US20210171511A1
US11267810,US20200207751A1
US11267811,US20210147408A1
US11267815,US20200347061A1
US11267818,US20210002287A1
US11267820,US20200339595A1
US11267823,US20240279238A1
US11267824,US20200216467A1
US11273153,US20180289684A1
US11274074,US20200087250A1
US11274090,US20210115008A1
US11274091,US20220194922A1
US11274095,US20200317651A1
US11274098,US20200325132A1
US11274105,US20210047344A1
US11274108,US20190016707A1
US11278534,US20240316021A1
US11279687,US20200283403A1
US11279688,US20240417386A1
US11279697,US20200262827A1
US11279699,US20200190080A1
US11279702,US20240101558A1
US11279703,US20200095252A1
US11279712,US20200247821A1
US11279719,US20190367542A1
US11285140,US20230043959A1
US11285156,US20190374542A1
US11285226,US20200078476A1
US11286249,US20220169636A1
US11286263,US20220281891A1
US11286268,
US11291655,US20200129484A1
US11291667,US20190381048A1
US11292766,US20200115399A1
US11292767,US20220251047A1
US11292781,US20220135534A1
US11292782,US20200199098A1
US11292786,US20230002358A1
US11292789,US20220119381A1
US11292791,US20240150349A1
US11292792,US20200010468A1
US11292799,US20210070769A1
WO2022090481,
WO2022091056,
WO2022093820,
WO2022093856,
WO2022093881,
WO2022098806,
US11299457,US20200270210A1
US11299473,US20190315717A1
US11299488,US20200165237A1
US11299490,US20200354354A1
US11299492,US20220306624A1
US11299493,US20190106427A1
US11299497,US20200385400A1
US11299480,US20190389844A1
US11304929,US20220008386A1
US11304949,US20190328739A1
US11304957,US20200306259A1
US11306071,US20220298142A1
US11306075,US20210130335A1
US11306078,US20200385373A1
US11306079,US20200331903A1
US11306081,US20210147407A1
US11306087,US20240287068A1
US11306096,US20210221813A1
US11306098,US20200317677A1
US11306105,US20200199150A1
US11311520,US20210085656A1
US11311527,US20250082628A1
US11311528,US20210052573A1
US11311541,US20220395501A1
US11312688,US20200308119A1
US11312693,US20220332690A1
US11312704,US20240270721A1
US11312705,US20210032224A1
US11312709,US20220213076A1
US11312711,US20210122743A1
US11312712,US20250230157A1
US11312713,US20210355117A1
US11312716,US20220213103A1
US11312719,US20210107904A1
US11312722,US20200354373A1
US11312723,US20220213114A1
US11312726,US20210017190A1
US11312727,
WO2022098807,
WO2022098809,
WO2022098970,
WO2022101184,
WO2022101377,
WO2022103411,
WO2022104345,
WO2022104348,
US11318134,US20200339605A1
US11319287,US20200231542A1
US11319304,US20200165232A1
US11319326,US20200331926A1
US11319327,US20250282790A1
US11319329,US20230097422A1
US11324749,US20200129517A1
US11325884,US20250270162A1
US11325902,US20200361927A1
US11325905,US20200148675A1
US11325906,US20220227768A1
US11325908,US20200385383A1
US11325916,
US11325917,US20210047343A1
US11325921,US20210024547A1
US11325938,US20240124512A1
US11332451,US20250034100A1
US11332453,US20210206735A1
US11332464,US20210017167A1
US11332473,US20230118115A1
US11332479,US20200131199A1
US11332492,US20210253621A1
US11337935,US20230105307A1
US11337971,US20240408084A1
US11337973,US20200375986A1
US11337976,US20170157120A1
US11339122,US20210171454A1
US11339144,US20210238165A1
US11339149,US20220194931A1
US11339151,US20220073506A1
US11339157,
US11339160,US20210040085A1
US11339167,US20200308177A1
US11339170,
USRE49080,
US11344533,US20240189281A1
US11344546,US20210009543A1
US11344549,US20210077489A1
US11344553,US20210315899A1
US11345666,US20190382354A1
US11345676,US20200048218A1
US11345678,US20210371393A1
US11345679,US20210032219A1
US11345681,
US11345695,US20190276446A1
US11345699,US20200157095A1
US11345701,
US11345702,
US11351149,US20220062232A1
US11351168,
US11351170,US20210128555A1
US11352322,US20200308110A1
US11352329,US20210078959A1
US11352330,US20200339522A1
US11352339,US20220177451A1
US11352340,US20220227736A1
US11352354,US20200165246A1
US11352356,US20200317667A1
US11352360,US20200031832A1
US11352361,US20250243202A1
US11352363,US20220162217A1
US11358933,US20240279173A1
US11358936,US20210171465A1
US11358948,US20230038512A1
US11358953,US20220073499A1
US11358971,US20220213117A1
US11364220,US20210220326A1
US11364246,US20200383988A1
US11364248,US20200360399A1
US11365181,US20220227721A1
US11365185,US20200231568A1
US11365186,US20240425481A1
US11365189,US20200354343A1
US11365191,US20250092024A1
US11365192,US20210122741A1
US11365196,US20210130353A1
US11365202,US20210101907A1
US11365204,US20220281889A1
US11365205,US20210002299A1
US11369599,US20150148331A1
US11369605,US20250177395A1
US11369611,US20230116686A1
US11370764,US20250034100A1
US11370770,US20200399241A1
US11370774,US20230072867A1
US11370779,US20200270229A1
US11370784,US20210284631A1
US11370786,US20240360121A1
US11370795,US20250019381A1
US11370796,US20210363144A1
US11370798,US20250223292A1
US11370803,US20220298176A1
WO2022109117,
WO2022109182,
WO2022129953,
US11375716,US20200214289A1
US11376246,US20200108060A1
US11376258,US20210369723A1
US11376260,US20210106593A1
US11377423,US20180072671A1
US11377428,US20250034100A1
US11377431,US20220356160A1
US11377438,US20200140411A1
US11377439,US20220267306A1
US11377464,US20220289783A1
